dataproviderid,occurrenceid,measurementid,measurementtype,measurementvalue,measurementaccuracy,measurementunit,measurementdetermineddate,measurementdeterminedby,measurementmethod,measurementremarks
1075,OBSVLFR_HistoricalPointB_WPII-2804,22897,abundance,6.144,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-5560,24824,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-4924,24728,abundance,0.682667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-7131,24998,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-3016,23881,abundance,25.9413,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10308,26358,abundance,131.072,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3652,23606,abundance,4.096,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11368,26553,abundance,6.144,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-13276,25110,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-7555,24983,abundance,4.77867,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-13488,25224,abundance,0.682667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-897,22459,abundance,2.048,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11156,24371,abundance,0.682667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-9675,26012,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-10944,24259,abundance,2.048,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-2168,22487,abundance,0.682667,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1956,24055,abundance,92.8427,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14545,25790,abundance,3.90095,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3437,22774,abundance,81.92,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-7552,24995,abundance,5.85143,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-13273,25107,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-10305,26065,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3013,23879,abundance,27.3067,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-7128,24994,abundance,5.85143,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-2589,23285,abundance,1.95048,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-12425,26833,abundance,117.029,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-12213,26577,abundance,7.8019,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-1953,24053,abundance,380.343,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10941,24257,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-2377,22569,abundance,58.5143,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3441,23665,abundance,210.261,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14549,25793,abundance,36.864,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13913,25497,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13701,25384,abundance,19.1147,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2381,22571,abundance,16.384,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2805,23754,abundance,10.9227,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11581,26680,abundance,16.384,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-1322,23972,abundance,47.7867,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2169,22488,abundance,9.55733,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-6284,24929,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-14130,25635,abundance,6.06815,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3017,23882,abundance,10.9227,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10309,26359,abundance,165.205,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-11369,26465,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-7556,24936,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-7344,24837,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-10945,24260,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-1957,24056,abundance,113.323,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-4501,24816,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-13489,25225,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3442,23666,abundance,72.1676,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9465,26061,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-7345,24901,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-7557,24902,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-10310,26299,abundance,13.6533,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3018,23031,abundance,21.4552,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1323,23128,abundance,50.7124,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11582,26622,abundance,11.7029,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-2806,23755,abundance,5.85143,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2382,23463,abundance,1.95048,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13702,25385,abundance,7.8019,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14126,25631,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13490,25226,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-4502,24897,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-1958,23199,abundance,175.543,,"Individual/m^3.Number of Fishery by week: 7",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10946,24261,abundance,1.95048,,"Individual/m^3.  Number of Fishery by week: 7",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-9467,26082,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3444,23667,abundance,149.049,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14128,25633,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3232,23545,abundance,2.27556,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13916,25499,abundance,1.13778,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13704,25387,abundance,12.5156,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2384,22572,abundance,39.8222,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2596,23286,abundance,4.55111,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11584,26671,abundance,15.9289,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-1325,23973,abundance,9.10222,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1960,23200,abundance,95.5733,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1748,23822,abundance,10.24,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3020,23032,abundance,11.3778,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-6711,24801,abundance,1.13778,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-5140,24796,abundance,1.13778,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-4504,24793,abundance,1.13778,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-2172,23376,abundance,2.27556,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10312,26300,abundance,13.6533,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-11372,26515,abundance,4.55111,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-3656,22717,abundance,1.13778,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-7559,25009,abundance,14.7911,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-13280,25111,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-10948,24262,abundance,1.13778,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-2808,22899,abundance,6.82667,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14765,25861,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14129,25634,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3657,22718,abundance,1.36533,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3445,22778,abundance,107.861,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13281,25112,abundance,32.768,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-11373,26537,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-10313,26331,abundance,23.2107,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-4505,24817,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-3021,23884,abundance,15.0187,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1749,23823,abundance,88.7467,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1326,23974,abundance,23.2107,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11585,26749,abundance,28.672,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-2597,23287,abundance,50.5173,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2385,22573,abundance,70.9973,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13705,25388,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2809,22900,abundance,19.1147,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13493,25227,abundance,4.096,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-10949,24263,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-1961,23201,abundance,218.453,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9892,26325,abundance,21.8453,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3446,22779,abundance,95.5733,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14342,25741,abundance,1.51704,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14554,25797,abundance,10.6193,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13706,25389,abundance,9.10222,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2386,23465,abundance,50.0622,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2598,24163,abundance,16.6874,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11586,26718,abundance,22.7556,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-1327,23975,abundance,7.58519,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1750,23824,abundance,97.0904,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3022,23033,abundance,15.1704,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2174,23377,abundance,4.55111,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10314,26268,abundance,10.6193,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-11374,26419,abundance,1.51704,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-13282,25113,abundance,7.58519,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-9893,26177,abundance,4.55111,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-1962,23202,abundance,69.7837,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10950,24264,abundance,6.06815,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-13494,25228,abundance,3.03407,,"Individual/m^3.  Number of Fishery by week: 9",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2810,22901,abundance,15.1704,,"Individual/m^3.Number of Fishery by week: 9",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14551,25794,abundance,15.9289,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3231,23544,abundance,2.27556,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3443,22777,abundance,1351.68,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-7346,24999,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-10311,26088,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-11371,26670,abundance,15.9289,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-2171,22489,abundance,2.27556,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-4503,24910,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-3019,23883,abundance,13.6533,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1747,22985,abundance,13.6533,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1536,22462,abundance,2.27556,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1324,23114,abundance,61.44,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11583,26740,abundance,27.3067,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-2595,24162,abundance,6.82667,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2383,23464,abundance,59.1644,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13703,25386,abundance,25.0311,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13915,25498,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14127,25632,abundance,4.55111,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2807,22898,abundance,6.82667,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1959,24057,abundance,154.738,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3448,22780,abundance,81.92,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14132,25636,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14768,25863,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3236,23547,abundance,1.36533,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14556,25799,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13920,25501,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13708,25391,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2600,23289,abundance,12.288,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11588,26777,abundance,40.96,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-1329,23129,abundance,9.55733,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1752,23826,abundance,16.384,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3024,23035,abundance,17.7493,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2388,22574,abundance,21.8453,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-4508,24985,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-10316,26018,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-7351,24989,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-11376,26466,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
